x_input,y_input,z_output
-0.15,-0.25,0.4274149319487267
-0.15,-0.2,0.5352614285189903
-0.15,-0.15,0.6376281516217733
-0.15,-0.1,0.7225273536420722
-0.15,-0.05,0.7788007830714049
-0.15,0.0,0.7985162187593771
-0.15,0.05,0.7788007830714049
-0.15,0.1,0.7225273536420722
-0.15,0.15,0.6376281516217733
-0.15,0.2,0.5352614285189903
-0.15,0.25,0.4274149319487267
-0.15,0.3,0.3246524673583498
-0.15,0.35,0.2345702880937977
-0.15,0.4,0.16121764412977674
-0.15,0.45,0.10539922456186433
-0.15,0.5,0.06554620271802433
-0.15,0.55,0.038774207831721995
-0.15,0.6,0.021818435531042773
-0.15,0.65,0.011678566970395442
-0.15,0.7,0.005946217356472099
-0.15,0.75,0.002879899158088243
-0.15,0.8,0.0013267804310269902
-0.15,0.85,0.0005814416121937567
-0.15,0.9,0.00024238092478421722
-0.15,0.95,9.611165206139487e-05
-0.15,1.0,3.625258024588072e-05
-0.1,-1.0,4.1079555225300724e-05
-0.1,-0.95,0.00010890876985506645
-0.1,-0.9,0.00027465356997214254
-0.1,-0.85,0.0006588596634060363
-0.1,-0.8,0.001503439192977571
-0.1,-0.75,0.0032633532759761483
-0.1,-0.7,0.006737946999085473
-0.1,-0.65,0.013233550096540928
-0.1,-0.6,0.0247235264703394
-0.1,-0.55,0.0439369336234074
-0.1,-0.5,0.07427357821433388
-0.1,-0.45,0.11943296826671962
-0.1,-0.4,0.18268352405273458
-0.1,-0.35,0.26580295908892665
-0.1,-0.3,0.36787944117144233
-0.1,-0.25,0.4843245689553624
-0.1,-0.2,0.6065306597126333
-0.1,-0.15,0.7225273536420722
-0.1,-0.1,0.8187307530779818
-0.1,-0.05,0.8824969025845953
-0.1,0.0,0.9048374180359595
-0.1,0.05,0.8824969025845953
-0.1,0.1,0.8187307530779818
-0.1,0.15,0.7225273536420722
-0.1,0.2,0.6065306597126333
-0.1,0.25,0.4843245689553624
-0.1,0.3,0.36787944117144233
-0.1,0.35,0.26580295908892665
-0.1,0.4,0.18268352405273458
-0.1,0.45,0.11943296826671962
-0.1,0.5,0.07427357821433388
-0.1,0.55,0.0439369336234074
-0.1,0.6,0.0247235264703394
-0.1,0.65,0.013233550096540928
-0.1,0.7,0.006737946999085473
-0.1,0.75,0.0032633532759761483
-0.1,0.8,0.001503439192977571
-0.1,0.85,0.0006588596634060363
-0.1,0.9,0.00027465356997214254
-0.1,0.95,0.00010890876985506645
-0.1,1.0,4.1079555225300724e-05
-0.05,-1.0,4.4279001502741644e-05
-0.05,-0.95,0.00011739103691911818
-0.05,-0.9,0.0002960447300568554
-0.05,-0.85,0.0007101743888425503
-0.05,-0.8,0.0016205332779293052
-0.05,-0.75,0.0035175167749121315
-0.05,-0.7,0.0072627262798148975
-0.05,-0.65,0.014264233908999256
-0.05,-0.6,0.0266490973363555
-0.05,-0.55,0.04735892439114091
-0.05,-0.5,0.08005831278672054
-0.05,-0.45,0.12873490358780423
-0.05,-0.4,0.196911675204194
-0.05,-0.35,0.28650479686019015
-0.05,-0.3,0.3965314190749929
-0.05,-0.25,0.522045776761016
-0.05,-0.2,0.6537697851298472
-0.05,-0.15,0.7788007830714049
-0.05,-0.1,0.8824969025845953
-0.05,-0.05,0.951229424500714
-0.05,0.0,0.9753099120283326
-0.05,0.05,0.951229424500714
-0.05,0.1,0.8824969025845953
-0.05,0.15,0.7788007830714049
-0.05,0.2,0.6537697851298472
-0.05,0.25,0.522045776761016
-0.05,0.3,0.3965314190749929
-0.05,0.35,0.28650479686019015
-0.05,0.4,0.196911675204194
-0.05,0.45,0.12873490358780423
-0.05,0.5,0.08005831278672054
-0.05,0.55,0.04735892439114091
-0.05,0.6,0.0266490973363555
-0.05,0.65,0.014264233908999256
-0.05,0.7,0.0072627262798148975
-0.05,0.75,0.0035175167749121315
-0.05,0.8,0.0016205332779293052
-0.05,0.85,0.0007101743888425503
-0.05,0.9,0.0002960447300568554
-0.05,0.95,0.00011739103691911818
-0.05,1.0,4.4279001502741644e-05
0.0,-1.0,4.5399929762484854e-05
0.0,-0.95,0.00012036280516721338
0.0,-0.9,0.0003035391380788668
0.0,-0.85,0.0007281525390894617
0.0,-0.8,0.0016615572731739324
0.0,-0.75,0.0036065631360157305
0.0,-0.7,0.007446583070924344
0.0,-0.65,0.014625334709594208
0.0,-0.6,0.02732372244729257
0.0,-0.55,0.048557821270009946
0.0,-0.5,0.0820849986238988
0.0,-0.45,0.13199384318783022
0.0,-0.4,0.20189651799465536
0.0,-0.35,0.2937577003235329
0.0,-0.3,0.40656965974059917
0.0,-0.25,0.5352614285189903
0.0,-0.2,0.6703200460356392
0.0,-0.15,0.7985162187593771
0.0,-0.1,0.9048374180359595
0.0,-0.05,0.9753099120283326
0.0,0.0,1.0
0.0,0.05,0.9753099120283326
0.0,0.1,0.9048374180359595
0.0,0.15,0.7985162187593771
0.0,0.2,0.6703200460356392
0.0,0.25,0.5352614285189903
0.0,0.3,0.40656965974059917
0.0,0.35,0.2937577003235329
0.0,0.4,0.20189651799465536
0.0,0.45,0.13199384318783022
0.0,0.5,0.0820849986238988
0.0,0.55,0.048557821270009946
0.0,0.6,0.02732372244729257
0.0,0.65,0.014625334709594208
0.0,0.7,0.007446583070924344
0.0,0.75,0.0036065631360157305
0.0,0.8,0.0016615572731739324
0.0,0.85,0.0007281525390894617
0.0,0.9,0.0003035391380788668
0.0,0.95,0.00012036280516721338
0.0,1.0,4.5399929762484854e-05
0.05,-1.0,4.4279001502741644e-05
0.05,-0.95,0.00011739103691911818
0.05,-0.9,0.0002960447300568554
0.05,-0.85,0.0007101743888425503
0.05,-0.8,0.0016205332779293052
0.05,-0.75,0.0035175167749121315
0.05,-0.7,0.0072627262798148975
0.05,-0.65,0.014264233908999256
0.05,-0.6,0.0266490973363555
0.05,-0.55,0.04735892439114091
0.05,-0.5,0.08005831278672054
0.05,-0.45,0.12873490358780423
0.05,-0.4,0.196911675204194
0.05,-0.35,0.28650479686019015
0.05,-0.3,0.3965314190749929
0.05,-0.25,0.522045776761016
0.05,-0.2,0.6537697851298472
0.05,-0.15,0.7788007830714049
0.05,-0.1,0.8824969025845953
0.05,-0.05,0.951229424500714
0.05,0.0,0.9753099120283326
0.05,0.05,0.951229424500714
0.05,0.1,0.8824969025845953
0.05,0.15,0.7788007830714049
0.05,0.2,0.6537697851298472
0.05,0.25,0.522045776761016
0.05,0.3,0.3965314190749929
0.05,0.35,0.28650479686019015
0.05,0.4,0.196911675204194
0.05,0.45,0.12873490358780423
0.05,0.5,0.08005831278672054
0.05,0.55,0.04735892439114091
0.05,0.6,0.0266490973363555
0.05,0.65,0.014264233908999256
0.05,0.7,0.0072627262798148975
0.05,0.75,0.0035175167749121315
0.05,0.8,0.0016205332779293052
0.05,0.85,0.0007101743888425503
0.05,0.9,0.0002960447300568554
0.05,0.95,0.00011739103691911818
0.05,1.0,4.4279001502741644e-05
0.1,-1.0,4.1079555225300724e-05
0.1,-0.95,0.00010890876985506645
0.1,-0.9,0.00027465356997214254
0.1,-0.85,0.0006588596634060363
0.1,-0.8,0.001503439192977571
0.1,-0.75,0.0032633532759761483
0.1,-0.7,0.006737946999085473
0.1,-0.65,0.013233550096540928
0.1,-0.6,0.0247235264703394
0.1,-0.55,0.0439369336234074
0.1,-0.5,0.07427357821433388
0.1,-0.45,0.11943296826671962
0.1,-0.4,0.18268352405273458
0.1,-0.35,0.26580295908892665
0.1,-0.3,0.36787944117144233
0.1,-0.25,0.4843245689553624
0.1,-0.2,0.6065306597126333
0.1,-0.15,0.7225273536420722
0.1,-0.1,0.8187307530779818
0.1,-0.05,0.8824969025845953
0.1,0.0,0.9048374180359595
0.1,0.05,0.8824969025845953
0.1,0.1,0.8187307530779818
0.1,0.15,0.7225273536420722
0.1,0.2,0.6065306597126333
0.1,0.25,0.4843245689553624
0.1,0.3,0.36787944117144233
0.1,0.35,0.26580295908892665
0.1,0.4,0.18268352405273458
0.1,0.45,0.11943296826671962
0.1,0.5,0.07427357821433388
0.1,0.55,0.0439369336234074
0.1,0.6,0.0247235264703394
0.1,0.65,0.013233550096540928
0.1,0.7,0.006737946999085473
0.1,0.75,0.0032633532759761483
0.1,0.8,0.001503439192977571
0.1,0.85,0.0006588596634060363
0.1,0.9,0.00027465356997214254
0.1,0.95,0.00010890876985506645
0.1,1.0,4.1079555225300724e-05
0.15,-1.0,3.625258024588072e-05
0.15,-0.95,9.611165206139487e-05
0.15,-0.9,0.00024238092478421722
0.15,-0.85,0.0005814416121937567
0.15,-0.8,0.0013267804310269902
0.15,-0.75,0.002879899158088243
0.15,-0.7,0.005946217356472099
0.15,-0.65,0.011678566970395442
0.15,-0.6,0.021818435531042773
0.15,-0.55,0.038774207831721995
0.15,-0.5,0.06554620271802433
0.15,-0.45,0.10539922456186433
0.15,-0.4,0.16121764412977674
0.15,-0.35,0.2345702880937977
0.15,-0.3,0.3246524673583498
0.15,-0.25,0.4274149319487267
0.15,-0.2,0.5352614285189903
0.15,-0.15,0.6376281516217733
0.15,-0.1,0.7225273536420722
0.15,-0.05,0.7788007830714049
0.15,0.0,0.7985162187593771
0.15,0.05,0.7788007830714049
0.15,0.1,0.7225273536420722
0.15,0.15,0.6376281516217733
0.15,0.2,0.5352614285189903
0.15,0.25,0.4274149319487267
0.15,0.3,0.3246524673583498
0.15,0.35,0.2345702880937977
0.15,0.4,0.16121764412977674
0.15,0.45,0.10539922456186433
0.15,0.5,0.06554620271802433
0.15,0.55,0.038774207831721995
0.15,0.6,0.021818435531042773
0.15,0.65,0.011678566970395442
0.15,0.7,0.005946217356472099
0.15,0.75,0.002879899158088243
0.15,0.8,0.0013267804310269902
0.15,0.85,0.0005814416121937567
0.15,0.9,0.00024238092478421722
0.15,0.95,9.611165206139487e-05
0.15,1.0,3.625258024588072e-05
0.2,-1.0,3.0432483008403625e-05
0.2,-0.95,8.068160110066513e-05
0.2,-0.9,0.00020346836901064417
0.2,-0.85,0.00048809524352341543
0.2,-0.8,0.0011137751478448013
0.2,-0.75,0.0024175515673645035
0.2,-0.7,0.004991593906910221
0.2,-0.65,0.009803655035821828
0.2,-0.6,0.01831563888873418
0.2,-0.55,0.03254928098910342
0.2,-0.5,0.05502322005640721
0.2,-0.45,0.08847811904208727
0.2,-0.4,0.13533528323661262
0.2,-0.35,0.1969116752041941
0.2,-0.3,0.2725317930340126
0.2,-0.25,0.3587964654059516
0.2,-0.2,0.4493289641172215
0.2,-0.15,0.5352614285189903
0.2,-0.1,0.6065306597126333
0.2,-0.05,0.6537697851298472
0.2,0.0,0.6703200460356392
0.2,0.05,0.6537697851298472
0.2,0.1,0.6065306597126333
0.2,0.15,0.5352614285189903
0.2,0.2,0.4493289641172215
0.2,0.25,0.3587964654059516
0.2,0.3,0.2725317930340126
0.2,0.35,0.1969116752041941
0.2,0.4,0.13533528323661262
0.2,0.45,0.08847811904208727
0.2,0.5,0.05502322005640721
0.2,0.55,0.03254928098910342
0.2,0.6,0.01831563888873418
0.2,0.65,0.009803655035821828
0.2,0.7,0.004991593906910221
0.2,0.75,0.0024175515673645035
0.2,0.8,0.0011137751478448013
0.2,0.85,0.00048809524352341543
0.2,0.9,0.00020346836901064417
0.2,0.95,8.068160110066513e-05
0.2,1.0,3.0432483008403625e-05
0.25,-1.0,2.430083125932946e-05
0.25,-0.95,6.442556703435553e-05
0.25,-0.9,0.00016247279265951725
0.25,-0.85,0.00038975196825275513
0.25,-0.8,0.0008893675196051972
0.25,-0.75,0.0019304541362277093
0.25,-0.7,0.003985868692128294
0.25,-0.65,0.007828377549225767
0.25,-0.6,0.014625334709594222
0.25,-0.55,0.025991128778755333
0.25,-0.5,0.04393693362340742
0.25,-0.45,0.0706512130604296
0.25,-0.4,0.10806741863482926
0.25,-0.35,0.15723716631362764
0.25,-0.3,0.2176210568652329
0.25,-0.25,0.2865047968601901
0.25,-0.2,0.3587964654059516
0.25,-0.15,0.4274149319487267
0.25,-0.1,0.4843245689553624
0.25,-0.05,0.522045776761016
0.25,0.0,0.5352614285189903
0.25,0.05,0.522045776761016
0.25,0.1,0.4843245689553624
0.25,0.15,0.4274149319487267
0.25,0.2,0.3587964654059516
0.25,0.25,0.2865047968601901
0.25,0.3,0.2176210568652329
0.25,0.35,0.15723716631362764
0.25,0.4,0.10806741863482926
0.25,0.45,0.0706512130604296
0.25,0.5,0.04393693362340742
0.25,0.55,0.025991128778755333
0.25,0.6,0.014625334709594222
0.25,0.65,0.007828377549225767
0.25,0.7,0.003985868692128294
0.25,0.75,0.0019304541362277093
0.25,0.8,0.0008893675196051972
0.25,0.85,0.00038975196825275513
0.25,0.9,0.00016247279265951725
0.25,0.95,6.442556703435553e-05
0.25,1.0,2.430083125932946e-05
0.3,-1.0,1.8458233995780558e-05
0.3,-0.95,4.893586474225795e-05
0.3,-0.9,0.00012340980408667956
0.3,-0.85,0.00029604473005685587
0.3,-0.8,0.0006755387751938437
0.3,-0.75,0.0014663191470429043
0.3,-0.7,0.003027554745375818
0.3,-0.65,0.005946217356472094
0.3,-0.6,0.011108996538242316
0.3,-0.55,0.019742136871492764
0.3,-0.5,0.0333732699603261
0.3,-0.45,0.053664691912730135
0.3,-0.4,0.0820849986238988
0.3,-0.35,0.11943296826671967
0.3,-0.3,0.16529888822158656
0.3,-0.25,0.2176210568652329
0.3,-0.2,0.2725317930340126
0.3,-0.15,0.3246524673583498
0.3,-0.1,0.36787944117144233
0.3,-0.05,0.3965314190749929
0.3,0.0,0.40656965974059917
0.3,0.05,0.3965314190749929
0.3,0.1,0.36787944117144233
0.3,0.15,0.3246524673583498
0.3,0.2,0.2725317930340126
0.3,0.25,0.2176210568652329
0.3,0.3,0.16529888822158656
0.3,0.35,0.11943296826671967
0.3,0.4,0.0820849986238988
0.3,0.45,0.053664691912730135
0.3,0.5,0.0333732699603261
0.3,0.55,0.019742136871492764
0.3,0.6,0.011108996538242316
0.3,0.65,0.005946217356472094
0.3,0.7,0.003027554745375818
0.3,0.75,0.0014663191470429043
0.3,0.8,0.0006755387751938437
0.3,0.85,0.00029604473005685587
0.3,0.9,0.00012340980408667956
0.3,0.95,4.893586474225795e-05
0.3,1.0,1.8458233995780558e-05
0.35,-1.0,1.3336578961877467e-05
0.35,-0.95,3.535750085041004e-05
0.35,-0.9,8.916695916023522e-05
0.35,-0.85,0.00021390041536766186
0.35,-0.8,0.000488095243523415
0.35,-0.75,0.001059455692907611
0.35,-0.7,0.0021874911181828873
0.35,-0.65,0.00429630469075234
0.35,-0.6,0.008026553870395161
0.35,-0.55,0.014264233908999256
0.35,-0.5,0.024113100426816875
0.35,-0.45,0.03877420783172201
0.35,-0.4,0.05930865682943872
0.35,-0.35,0.08629358649937054
0.35,-0.3,0.11943296826671967
0.35,-0.25,0.15723716631362764
0.35,-0.2,0.1969116752041941
0.35,-0.15,0.2345702880937977
0.35,-0.1,0.26580295908892665
0.35,-0.05,0.28650479686019015
0.35,0.0,0.2937577003235329
0.35,0.05,0.28650479686019015
0.35,0.1,0.26580295908892665
0.35,0.15,0.2345702880937977
0.35,0.2,0.1969116752041941
0.35,0.25,0.15723716631362764
0.35,0.3,0.11943296826671967
0.35,0.35,0.08629358649937054
0.35,0.4,0.05930865682943872
0.35,0.45,0.03877420783172201
0.35,0.5,0.024113100426816875
0.35,0.55,0.014264233908999256
0.35,0.6,0.008026553870395161
0.35,0.65,0.00429630469075234
0.35,0.7,0.0021874911181828873
0.35,0.75,0.001059455692907611
0.35,0.8,0.000488095243523415
0.35,0.85,0.00021390041536766186
0.35,0.9,8.916695916023522e-05
0.35,0.95,3.535750085041004e-05
0.35,1.0,1.3336578961877467e-05
0.4,-1.0,9.166087736247602e-06
0.4,-0.95,2.430083125932946e-05
0.4,-0.9,6.128349505322202e-05
0.4,-0.85,0.00014701146221112946
0.4,-0.8,0.00033546262790251126
0.4,-0.75,0.000728152539089461
0.4,-0.7,0.0015034391929775739
0.4,-0.65,0.0029528041523734466
0.4,-0.6,0.0055165644207607716
0.4,-0.55,0.009803655035821819
0.4,-0.5,0.016572675401761255
0.4,-0.45,0.026649097336355475
0.4,-0.4,0.04076220397836619
0.4,-0.35,0.05930865682943872
0.4,-0.3,0.0820849986238988
0.4,-0.25,0.10806741863482926
0.4,-0.2,0.13533528323661262
0.4,-0.15,0.16121764412977674
0.4,-0.1,0.18268352405273458
0.4,-0.05,0.196911675204194
0.4,0.0,0.20189651799465536
0.4,0.05,0.196911675204194
0.4,0.1,0.18268352405273458
0.4,0.15,0.16121764412977674
0.4,0.2,0.13533528323661262
0.4,0.25,0.10806741863482926
0.4,0.3,0.0820849986238988
0.4,0.35,0.05930865682943872
0.4,0.4,0.04076220397836619
0.4,0.45,0.026649097336355475
0.4,0.5,0.016572675401761255
0.4,0.55,0.009803655035821819
0.4,0.6,0.0055165644207607716
0.4,0.65,0.0029528041523734466
0.4,0.7,0.0015034391929775739
0.4,0.75,0.000728152539089461
0.4,0.8,0.00033546262790251126
0.4,0.85,0.00014701146221112946
0.4,0.9,6.128349505322202e-05
0.4,0.95,2.430083125932946e-05
0.4,1.0,9.166087736247602e-06
0.45,-1.0,5.992511209807929e-06
0.45,-0.95,1.5887149230888516e-05
0.45,-0.9,4.0065297392950994e-05
0.45,-0.85,9.611165206139487e-05
0.45,-0.8,0.0002193153301629189
0.45,-0.75,0.00047604412902226977
0.45,-0.7,0.0009829031181487395
0.45,-0.65,0.0019304541362277093
0.45,-0.6,0.0036065631360157305
0.45,-0.55,0.006409333446256377
0.45,-0.5,0.010834714436436162
0.45,-0.45,0.017422374639493515
0.45,-0.4,0.026649097336355475
0.45,-0.35,0.03877420783172201
0.45,-0.3,0.053664691912730135
0.45,-0.25,0.0706512130604296
0.45,-0.2,0.08847811904208727
0.45,-0.15,0.10539922456186433
0.45,-0.1,0.11943296826671962
0.45,-0.05,0.12873490358780423
0.45,0.0,0.13199384318783022
0.45,0.05,0.12873490358780423
0.45,0.1,0.11943296826671962
0.45,0.15,0.10539922456186433
0.45,0.2,0.08847811904208727
0.45,0.25,0.0706512130604296
0.45,0.3,0.053664691912730135
0.45,0.35,0.03877420783172201
0.45,0.4,0.026649097336355475
0.45,0.45,0.017422374639493515
0.45,0.5,0.010834714436436162
0.45,0.55,0.006409333446256377
0.45,0.6,0.0036065631360157305
0.45,0.65,0.0019304541362277093
0.45,0.7,0.0009829031181487395
0.45,0.75,0.00047604412902226977
0.45,0.8,0.0002193153301629189
0.45,0.85,9.611165206139487e-05
0.45,0.9,4.0065297392950994e-05
0.45,0.95,1.5887149230888516e-05
0.45,1.0,5.992511209807929e-06
0.5,-1.0,3.726653172078671e-06
0.5,-0.95,9.879980696519308e-06
0.5,-0.9,2.4916009731503204e-05
0.5,-0.85,5.977040016914693e-05
0.5,-0.8,0.0001363889264820114
0.5,-0.75,0.0002960447300568554
0.5,-0.7,0.0006112527611295728
0.5,-0.65,0.0012005205795111
0.5,-0.6,0.0022428677194858034
0.5,-0.55,0.003985868692128294
0.5,-0.5,0.006737946999085467
0.5,-0.45,0.010834714436436162
0.5,-0.4,0.016572675401761255
0.5,-0.35,0.024113100426816875
0.5,-0.3,0.0333732699603261
0.5,-0.25,0.04393693362340742
0.5,-0.2,0.05502322005640721
0.5,-0.15,0.06554620271802433
0.5,-0.1,0.07427357821433388
0.5,-0.05,0.08005831278672054
0.5,0.0,0.0820849986238988
0.5,0.05,0.08005831278672054
0.5,0.1,0.07427357821433388
0.5,0.15,0.06554620271802433
0.5,0.2,0.05502322005640721
0.5,0.25,0.04393693362340742
0.5,0.3,0.0333732699603261
0.5,0.35,0.024113100426816875
0.5,0.4,0.016572675401761255
0.5,0.45,0.010834714436436162
0.5,0.5,0.006737946999085467
0.5,0.55,0.003985868692128294
0.5,0.6,0.0022428677194858034
0.5,0.65,0.0012005205795111
0.5,0.7,0.0006112527611295728
0.5,0.75,0.0002960447300568554
0.5,0.8,0.0001363889264820114
0.5,0.85,5.977040016914693e-05
0.5,0.9,2.4916009731503204e-05
0.5,0.95,9.879980696519308e-06
0.5,1.0,3.726653172078671e-06
0.55,-1.0,2.2045216750777485e-06
0.55,-0.95,5.8445555808665665e-06
0.55,-0.9,1.4739199215286483e-05
0.55,-0.85,3.535750085041004e-05
0.55,-0.8,8.068160110066498e-05
0.55,-0.75,0.00017512684815765875
0.55,-0.7,0.00036158984983022615
0.55,-0.65,0.0007101743888425485
0.55,-0.6,0.0013267804310269902
0.55,-0.55,0.0023578620064902307
0.55,-0.5,0.003985868692128294
0.55,-0.45,0.006409333446256377
0.55,-0.4,0.009803655035821819
0.55,-0.35,0.014264233908999256
0.55,-0.3,0.019742136871492764
0.55,-0.25,0.025991128778755333
0.55,-0.2,0.03254928098910342
0.55,-0.15,0.038774207831721995
0.55,-0.1,0.0439369336234074
0.55,-0.05,0.04735892439114091
0.55,0.0,0.048557821270009946
0.55,0.05,0.04735892439114091
0.55,0.1,0.0439369336234074
0.55,0.15,0.038774207831721995
0.55,0.2,0.03254928098910342
0.55,0.25,0.025991128778755333
0.55,0.3,0.019742136871492764
0.55,0.35,0.014264233908999256
0.55,0.4,0.009803655035821819
0.55,0.45,0.006409333446256377
0.55,0.5,0.003985868692128294
0.55,0.55,0.0023578620064902307
0.55,0.6,0.0013267804310269902
0.55,0.65,0.0007101743888425485
0.55,0.7,0.00036158984983022615
0.55,0.75,0.00017512684815765875
0.55,0.8,8.068160110066498e-05
0.55,0.85,3.535750085041004e-05
0.55,0.9,1.4739199215286483e-05
0.55,0.95,5.8445555808665665e-06
0.55,1.0,2.2045216750777485e-06
0.6,-1.0,1.2404950799567155e-06
0.6,-0.95,3.28875988136649e-06
0.6,-0.9,8.29381916075737e-06
0.6,-0.85,1.989583787737179e-05
0.6,-0.8,4.5399929762484854e-05
0.6,-0.75,9.854473011713091e-05
0.6,-0.7,0.00020346836901064455
0.6,-0.65,0.0003996185863037068
0.6,-0.6,0.0007465858083766799
0.6,-0.55,0.0013267804310269902
0.6,-0.5,0.0022428677194858034
0.6,-0.45,0.0036065631360157305
0.6,-0.4,0.0055165644207607716
0.6,-0.35,0.008026553870395161
0.6,-0.3,0.011108996538242316
0.6,-0.25,0.014625334709594222
0.6,-0.2,0.01831563888873418
0.6,-0.15,0.021818435531042773
0.6,-0.1,0.0247235264703394
0.6,-0.05,0.0266490973363555
0.6,0.0,0.02732372244729257
0.6,0.05,0.0266490973363555
0.6,0.1,0.0247235264703394
0.6,0.15,0.021818435531042773
0.6,0.2,0.01831563888873418
0.6,0.25,0.014625334709594222
0.6,0.3,0.011108996538242316
0.6,0.35,0.008026553870395161
0.6,0.4,0.0055165644207607716
0.6,0.45,0.0036065631360157305
0.6,0.5,0.0022428677194858034
0.6,0.55,0.0013267804310269902
0.6,0.6,0.0007465858083766799
0.6,0.65,0.0003996185863037068
0.6,0.7,0.00020346836901064455
0.6,0.75,9.854473011713091e-05
0.6,0.8,4.5399929762484854e-05
0.6,0.85,1.989583787737179e-05
0.6,0.9,8.29381916075737e-06
0.6,0.95,3.28875988136649e-06
0.6,1.0,1.2404950799567155e-06
0.65,-1.0,6.639891685684094e-07
0.65,-0.95,1.7603463121561725e-06
0.65,-0.9,4.439361491865156e-06
0.65,-0.85,1.0649474603824258e-05
0.65,-0.8,2.430083125932942e-05
0.65,-0.75,5.274719301551385e-05
0.65,-0.7,0.00010890876985506645
0.65,-0.65,0.0002139004153676611
0.65,-0.6,0.0003996185863037068
0.65,-0.55,0.0007101743888425485
0.65,-0.5,0.0012005205795111
0.65,-0.45,0.0019304541362277093
0.65,-0.4,0.0029528041523734466
0.65,-0.35,0.00429630469075234
0.65,-0.3,0.005946217356472094
0.65,-0.25,0.007828377549225767
0.65,-0.2,0.009803655035821828
0.65,-0.15,0.011678566970395442
0.65,-0.1,0.013233550096540928
0.65,-0.05,0.014264233908999256
0.65,0.0,0.014625334709594208
0.65,0.05,0.014264233908999256
0.65,0.1,0.013233550096540928
0.65,0.15,0.011678566970395442
0.65,0.2,0.009803655035821828
0.65,0.25,0.007828377549225767
0.65,0.3,0.005946217356472094
0.65,0.35,0.00429630469075234
0.65,0.4,0.0029528041523734466
0.65,0.45,0.0019304541362277093
0.65,0.5,0.0012005205795111
0.65,0.55,0.0007101743888425485
0.65,0.6,0.0003996185863037068
0.65,0.65,0.0002139004153676611
0.65,0.7,0.00010890876985506645
0.65,0.75,5.274719301551385e-05
0.65,0.8,2.430083125932942e-05
0.65,0.85,1.0649474603824258e-05
0.65,0.9,4.439361491865156e-06
0.65,0.95,1.7603463121561725e-06
0.65,1.0,6.639891685684094e-07
0.7,-1.0,3.380743483904743e-07
0.7,-0.95,8.962916273271371e-07
0.7,-0.9,2.2603294069810542e-06
0.7,-0.85,5.422248370634163e-06
0.7,-0.8,1.2372924261788221e-05
0.7,-0.75,2.6856571992874576e-05
0.7,-0.7,5.545159943217704e-05
0.7,-0.65,0.00010890876985506645
0.7,-0.6,0.00020346836901064455
0.7,-0.55,0.00036158984983022615
0.7,-0.5,0.0006112527611295728
0.7,-0.45,0.0009829031181487395
0.7,-0.4,0.0015034391929775739
0.7,-0.35,0.0021874911181828873
0.7,-0.3,0.003027554745375818
0.7,-0.25,0.003985868692128294
0.7,-0.2,0.004991593906910221
0.7,-0.15,0.005946217356472099
0.7,-0.1,0.006737946999085473
0.7,-0.05,0.0072627262798148975
0.7,0.0,0.007446583070924344
0.7,0.05,0.0072627262798148975
0.7,0.1,0.006737946999085473
0.7,0.15,0.005946217356472099
0.7,0.2,0.004991593906910221
0.7,0.25,0.003985868692128294
0.7,0.3,0.003027554745375818
0.7,0.35,0.0021874911181828873
0.7,0.4,0.0015034391929775739
0.7,0.45,0.0009829031181487395
0.7,0.5,0.0006112527611295728
0.7,0.55,0.00036158984983022615
0.7,0.6,0.00020346836901064455
0.7,0.65,0.00010890876985506645
0.7,0.7,5.545159943217704e-05
0.7,0.75,2.6856571992874576e-05
0.7,0.8,1.2372924261788221e-05
0.7,0.85,5.422248370634163e-06
0.7,0.9,2.2603294069810542e-06
0.7,0.95,8.962916273271371e-07
0.7,1.0,3.380743483904743e-07
0.75,-1.0,1.6373771305908126e-07
0.75,-0.95,4.3409605606351544e-07
0.75,-0.9,1.0947330657332297e-06
0.75,-0.85,2.626128104876308e-06
0.75,-0.8,5.992511209807929e-06
0.75,-0.75,1.300729765406762e-05
0.75,-0.7,2.6856571992874576e-05
0.75,-0.65,5.274719301551385e-05
0.75,-0.6,9.854473011713091e-05
0.75,-0.55,0.00017512684815765875
0.75,-0.5,0.0002960447300568554
0.75,-0.45,0.00047604412902226977
0.75,-0.4,0.000728152539089461
0.75,-0.35,0.001059455692907611
0.75,-0.3,0.0014663191470429043
0.75,-0.25,0.0019304541362277093
0.75,-0.2,0.0024175515673645035
0.75,-0.15,0.002879899158088243
0.75,-0.1,0.0032633532759761483
0.75,-0.05,0.0035175167749121315
0.75,0.0,0.0036065631360157305
0.75,0.05,0.0035175167749121315
0.75,0.1,0.0032633532759761483
0.75,0.15,0.002879899158088243
0.75,0.2,0.0024175515673645035
0.75,0.25,0.0019304541362277093
0.75,0.3,0.0014663191470429043
0.75,0.35,0.001059455692907611
0.75,0.4,0.000728152539089461
0.75,0.45,0.00047604412902226977
0.75,0.5,0.0002960447300568554
0.75,0.55,0.00017512684815765875
0.75,0.6,9.854473011713091e-05
0.75,0.65,5.274719301551385e-05
0.75,0.7,2.6856571992874576e-05
0.75,0.75,1.300729765406762e-05
0.75,0.8,5.992511209807929e-06
0.75,0.85,2.626128104876308e-06
0.75,0.9,1.0947330657332297e-06
0.75,0.95,4.3409605606351544e-07
0.75,1.0,1.6373771305908126e-07
0.8,-1.0,7.543458349844258e-08
0.8,-0.95,1.9998969434520053e-07
0.8,-0.9,5.043476625678872e-07
